width,height,position.x,position.y,color_r,color_g,color_b,color_a,type_oval,type_rectangle,type_shapePath,type_symbolInstance,type_text,type_bitmap,type_triangle,type_slice,type_group,type_polygon,type_star,Cluster
0.005847953216374269,0.010695187165775402,0.07187500000000001,0.4200792602377807,1.0,0.8,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
1.0,0.4601226993865031,0.03636363636363636,0.8828571428571429,0.84705883,0.84705883,0.84705883,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
1.0,0.4601226993865031,0.03636363636363636,0.8828571428571429,0.84705883,0.84705883,0.84705883,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.3268698060941828,0.23312883435582823,0.6636363636363637,0.6471428571428571,0.95686275,0.14117648,0.2509804,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.9778393351800555,0.6288343558282209,0.0,0.40714285714285714,0.84705883,0.84705883,0.84705883,1.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,-1
0.14958448753462603,0.17791411042944785,0.9666666666666667,0.5942857142857143,0.95686275,0.14117648,0.2509804,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.005405405405405406,0.008810572687224669,0.10843373493975904,0.42084432717678094,0.95686275,0.14117648,0.2509804,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.14054054054054055,0.10572687224669604,0.3463855421686747,0.9709762532981531,0.95686275,0.14117648,0.2509804,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.11351351351351352,0.008810572687224669,0.3614457831325301,0.9999999999999999,0.95686275,0.14117648,0.2509804,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.4427710843373494,0.9656992084432717,0.95686275,0.14117648,0.2509804,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.4427710843373494,0.9709762532981531,0.95686275,0.14117648,0.2509804,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.4367469879518072,0.9683377308707125,0.95686275,0.14117648,0.2509804,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.4487951807228916,0.9683377308707125,0.95686275,0.14117648,0.2509804,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.8675675675675676,0.8237885462555067,0.14759036144578314,0.6464379947229552,0.8666667,0.63529414,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.9216216216216216,1.0,0.08734939759036145,0.6398416886543535,0.96862745,0.70980394,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
1.0,1.0,0.5270805812417437,0.9218106995884775,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.12280701754385964,1.0,0.463623395149786,0.13804437140509448,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.8324022346368715,0.8669064748201439,0.40472175379426645,0.7136627906976744,0.20784314,0.14901961,0.25490198,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.07821229050279331,1.0,0.9106239460370995,0.2805232558139535,1.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.07821229050279331,0.3237410071942446,0.9106239460370995,0.5537790697674418,0.28627452,0.28627452,0.28627452,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.08469945355191257,0.04808877928483354,0.9281437125748504,0.46616541353383456,0.29803923,0.8509804,0.39215687,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
1.0,0.35141800246609123,0.0,0.0,0.23137255,0.21568628,0.87058824,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.592391304347826,0.0,0.2336448598130841,0.5764411027568922,0.23137255,0.21568628,0.87058824,0.101960786,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
