width,height,position.x,position.y,color_r,color_g,color_b,color_a,type_oval,type_rectangle,type_shapePath,type_symbolInstance,type_text,Cluster
0.03558718861209965,0.1415929203539823,0.6107899807321773,0.9941944847605226,1.0,1.0,1.0,1,0,0,1,0,0,-1
0.9145907473309608,0.30973451327433627,0.5163776493256262,0.5065312046444123,0.84705883,0.84705883,0.84705883,1,0,1,0,0,0,-1
0.9359430604982206,0.16814159292035397,0.5048169556840076,0.3454281567489114,1.0,0.2784314,0.34117648,1,0,1,0,0,0,-1
0.28825622775800713,0.07964601769911504,0.5163776493256262,0.2104499274310595,0.0,0.0,0.0,0,0,0,0,0,1,2
0.03202846975088968,0.1238938053097345,0.8747591522157996,0.5370101596516691,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.18505338078291814,0.09734513274336283,0.5183044315992292,0.818577648766328,0.0,0.0,0.0,0,0,0,0,0,1,2
0.06049822064056939,0.18584070796460178,0.44315992292870904,0.532656023222061,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.0498220640569395,0.1327433628318584,0.5163776493256262,0.8548621190130624,0.18039216,0.8352941,0.4509804,1,1,0,0,0,0,-1
0.06049822064056939,0.17699115044247787,0.3468208092485549,0.5341074020319304,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.11387900355871886,0.09734513274336283,0.7842003853564548,0.1799709724238026,0.0,0.0,0.0,0,0,0,0,0,1,2
0.06049822064056939,0.2300884955752212,0.23121387283236994,0.5253991291727141,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.1494661921708185,0.3805309734513274,0.3853564547206165,0.9767779390420901,0.16862746,0.16862746,0.23921569,1,1,0,0,0,0,-1
0.06049822064056939,0.23893805309734512,0.3179190751445087,0.5239477503628447,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.08849557522123894,0.8458574181117533,0.5428156748911466,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.1504424778761062,0.6146435452793835,0.532656023222061,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.1504424778761062,0.15414258188824662,0.5384615384615385,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.09252669039145907,0.09734513274336283,0.5163776493256262,0.4702467343976778,0.0,0.0,0.0,0,0,0,0,0,1,2
0.03202846975088968,0.08849557522123894,0.5761078998073217,0.5428156748911466,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.15929203539823006,0.26011560693641617,0.5370101596516691,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
1.0,1.0,0.5163776493256262,0.46298984034833085,0.11372549,0.11372549,0.15686275,1,0,1,0,0,0,-1
0.1779359430604982,0.08849557522123894,0.6030828516377649,0.7314949201741655,0.0,0.0,0.0,0,0,0,0,0,1,2
0.06049822064056939,0.17699115044247787,0.29865125240847784,0.5341074020319304,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.18584070796460178,0.5664739884393063,0.5268505079825835,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.5800711743772242,0.1504424778761062,0.5260115606936416,0.0,0.0,0.0,0.0,0,0,0,0,0,1,2
0.06049822064056939,0.17699115044247787,0.20231213872832368,0.5341074020319304,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.17081850533807827,0.11504424778761062,0.5163776493256262,0.12481857764876632,0.0,0.0,0.0,0,0,0,0,0,1,2
0.21708185053380782,0.07079646017699115,0.5163776493256262,0.38171262699564584,0.0,0.0,0.0,0,0,0,0,0,1,2
0.03202846975088968,0.15929203539823006,0.6435452793834296,0.5312046444121916,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.19469026548672563,0.32755298651252407,0.5312046444121916,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.1238938053097345,0.8169556840077071,0.5370101596516691,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.07964601769911504,0.932562620423892,0.544267053701016,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.01779359430604982,0.30088495575221236,0.5163776493256262,0.5079825834542816,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.1494661921708185,0.3805309734513274,0.3853564547206165,0.11756168359941944,1.0,1.0,1.0,1,0,1,0,0,0,1
0.06049822064056939,0.23893805309734512,0.4624277456647399,0.5239477503628447,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.15929203539823006,0.8265895953757225,0.5312046444121916,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.2300884955752212,0.2697495183044316,0.5253991291727141,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
